reference,Category,NCSP Category (Search output),Parameter  (Search output),First,Second,Sub-category,reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,Food Search Output (Code),Food Search Output (Description),Number of alerts,COMMENT ON FOOD CLASSIFICATION,COMMENT ON PARAMETER CLASSIFICATION,Amended FoodEx2 Code,Amended FoodEx2 Description
2023.6676,Contaminants,Lead,Lead,\blead\b|Plomb,,Metals and other elements,2023.6676,meat and meat products (other than poultry),food,High content of lead in savoy salami with wild boar meat from France,02-10-2023 16:48:33,Czech Republic,alert notification,serious,Czech Republic,,France,"Czech Republic,France",France,lead,A024X,Salami-type sausage,1,,,,
2023.6424,Contaminants,Lead,Lead,\blead\b|Plomb,,Metals and other elements,2023.6424,meat and meat products (other than poultry),food,Lead exceedance in lamb's offals destined to human consumption,21-09-2023 17:53:05,France,information notification for follow-up,not serious,Belgium,INFOSAN,"Belgium,France,Ireland,United Kingdom","Belgium,France,Ireland,United Kingdom",United Kingdom,lead,A01ZQ,Sheep edible offals (other than liver and kidney),1,,,,
2023.6249,Contaminants,Lead,Lead,\blead\b|Plomb,,Metals and other elements,2023.6249,"dietetic foods, food supplements and fortified foods",food,Lead and mercury in ayurvedic food supplements from India,14-09-2023 12:15:03,Germany,information notification for attention,serious,Germany,"INFOSAN,India",,"Germany,India",India,"arsenic  ,lead  high content,mercury",A03SJ,Food supplements and similar preparations,1,,,,
2023.5293,Contaminants,Lead,Lead,\blead\b|Plomb,,Metals and other elements,2023.5293,"dietetic foods, food supplements and fortified foods",food,High content of lead and PAH in brahmi powder from China,04-08-2023 10:32:25,Sweden,information notification for attention,serious,Sweden,INFOSAN,,"China,Sweden",India,"lead  high content,polycyclic aromatic hydrocarbons sum of",A03SJ,Food supplements and similar preparations,1,,,,
2023.5201,Contaminants,Lead,Lead,\blead\b|Plomb,,Metals and other elements,2023.5201,other food product / mixed,food,High content of lead in baby food from the Czech Republic,01-08-2023 16:50:07,Czech Republic,alert notification,serious,Denmark,,Denmark,"Czech Republic,Denmark",Czech Republic,lead  high content,A03RC,Ready-to-eat meal for infants and young children,1,,,,
2023.4974,Contaminants,Lead,Lead,\blead\b|Plomb,,Metals and other elements,2023.4974,meat and meat products (other than poultry),food,High content of lead in wild boar salami from Hungary,25-07-2023 09:28:54,Czech Republic,alert notification,serious,Czech Republic,,,"Czech Republic,Hungary",Hungary,lead  high content,A024X,Salami-type sausage,1,,,,
2024.495,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.495,fish and fish products,food,Mercurio in tranci di verdesca congelati   Mercury in frozen blue shark slices,27-06-2024 15:58:28,Italy,alert notification,serious,,,,"Italy,Portugal",Portugal,mercury,A02DJ,Sharks,1,,,,
2024.4764,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.4764,fish and fish products,food,Mercury and Cadmium limits in frozen swordfish loins (Xiphias gladius ) from Spain,21-06-2024 09:15:56,Italy,alert notification,serious,Italy,,Spain,"Italy,Spain",Spain,"cadmium  ,mercury",A07Y0,Swordfish,1,,,,
2024.4745,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.4745,fish and fish products,food,Mercurio oltre i limiti  in pesce smeriglio surgelato (Isurus Oxyrhincus) dal Portogallo//Mercury above limits in frozen porbeagle fish (Isurus Oxyrhincus) from Portugal,20-06-2024 15:09:24,Italy,alert notification,serious,Italy,,,"Italy,Portugal",Portugal,mercury,A026V,Fish (meat),1,,,,
2024.4713,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.4713,fish and fish products,food,Mercury above legal limits in frozen sword fish from Portugal,19-06-2024 14:49:20,Italy,alert notification,serious,"Italy,Poland,Portugal",,"Italy,Portugal,Spain","Italy,Portugal",Portugal,mercury,A07Y0,Swordfish,1,,,,
2024.4608,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.4608,fish and fish products,food,Mercury above limits in swordfish loin (Xiphias gladius) from Spain,14-06-2024 14:23:42,Italy,alert notification,serious,Spain,Italy,Spain,"Italy,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2024.4418,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.4418,fish and fish products,food,superamento limiti di mercurio in trance di verdesca congelata proveniente dal Portogallo/ High level of mercury in slices of frozen blue shark (Prionace glauca) from Portugal,07-06-2024 14:39:15,Italy,alert notification,serious,,"Italy,Portugal",Portugal,"Italy,Portugal",Portugal,mercury,A02DJ,Sharks,1,,,,
2024.4369,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.4369,fish and fish products,food,"Mercurio (0,73 ±0,15 mg/kg) oltre i limiti in Rana pescatrice (Lophius piscatorius) dalla Francia - High level of mercury (0,73 ±0,15 mg/kg)in monkfish Lophius piscatorius from France",06-06-2024 11:50:25,Italy,information notification for attention,serious,,,,"France,Italy",France,mercury,A02BJ,Anglerfish and monkfish,1,,,,
2024.4153,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.4153,milk and milk products,food,Mercury in skimmed milk powder from Ukraine,29-05-2024 13:02:53,Hungary,information notification for follow-up,potentially serious,Lithuania,,Lithuania,"Lithuania,Ukraine",Ukraine,mercury,A02PJ,Milk powder,1,,,,
2024.3803,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.3803,"dietetic foods, food supplements and fortified foods",food,Mercury and ethylene oxide in food supplement from India via Slovakia,14-05-2024 15:57:15,Finland,alert notification,serious,,"INFOSAN,India,Slovakia","India,Slovakia","Finland,India,Slovakia",India,"ethylene oxide  ,mercury",A03SJ,Food supplements and similar preparations,1,,,,
2024.3533,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.3533,fish and fish products,food,High level of mercury in yellow-fin tuna loin from Spain,03-05-2024 11:51:52,Italy,alert notification,serious,"Italy,Spain",,Spain,"Ecuador,Italy,Spain",Spain,mercury,A02DX,Tuna,1,,,,
2024.3532,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.3532,fish and fish products,food,Mercury above legal limits in frozen shortfin mako shark from Spain,03-05-2024 11:24:39,Italy,alert notification,serious,"Italy,Spain","Italy,Spain",Spain,"Italy,Spain",Spain,mercury,A02DJ,Sharks,1,,,,
2024.3425,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.3425,fish and fish products,food,Mercurio in pesce spada/Mercury above legal limit in defrosted and marinated swordfish (Xiphias gladius) loins,29-04-2024 16:15:51,Italy,alert notification,potentially serious,"Austria,France,Germany,Italy,Netherlands,Portugal,Spain","France,Italy,Portugal","Austria,Germany,Italy,Netherlands,Spain","Italy,Spain",,,A07Y0,Swordfish,1,,,,
2024.338,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.338,fish and fish products,food,mercury above legal limit in defrosted and marinated  swordfish (Xiphias gladius)  loins,26-04-2024 16:19:36,Italy,information notification for attention,serious,"France,Italy,Portugal,Spain","France,Italy,Portugal,Spain",,"Italy,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2024.3261,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.3261,fish and fish products,food,High level of mercury in frozen mako (Isurus oxyrhincus) from Spain,23-04-2024 16:20:08,Italy,alert notification,serious,"Italy,Spain",,Spain,"Italy,Spain",Spain,mercury,A02DJ,Sharks,1,,,,
2024.3253,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.3253,fish and fish products,food,Presence of mercury beyond the permitted limits in frozen tuna fillets  Presenza di mercurio oltre i limiti consentiti in filetti di tonno congelato //Elevado nivel de mercurio en filetes de atún congelados procedentes de España,23-04-2024 15:13:54,Italy,alert notification,serious,Spain,INFOSAN,Spain,"Ecuador,Italy,Spain",Spain,mercury,A02DX,Tuna,1,,,,
2024.315,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.315,fish and fish products,food,Mercurio en pez espada (Xiphias gladius) procedente de España//Mercury in swordfish (Xiphias gladius) from Spain,18-04-2024 17:33:33,Spain,information notification for attention,serious,"Gibraltar,Spain",INFOSAN,,Spain,Spain,mercury,A07Y0,Swordfish,1,,,,
2024.3055,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.3055,fish and fish products,food,Mercury above limits in refrigerated bluefin tuna (Thunnus thinnus) from Spain/Mercurio oltre i limiti inTonno rosso (Thunnus thinnus) refrigerato  provenienza Spagna,16-04-2024 15:21:04,Italy,information notification for attention,serious,,,,"Italy,Spain",Spain,mercury,A02DX,Tuna,1,,,,
2024.2702,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.2702,fish and fish products,food,Mercury above legal limits in frozen tuna loins from Spain,05-04-2024 16:32:32,Italy,alert notification,serious,"Italy,Spain","INFOSAN,Italy,Portugal,Spain",,"Ecuador,Italy,Spain",Spain,mercury,A02DX,Tuna,1,,,,
2024.2225,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.2225,fish and fish products,food,Mercury (2.02 mg/kg) above limits in defrosted marinated vacuum-packed sword fish loins from Spain,22-03-2024 11:11:17,Italy,information notification for attention,serious,"Italy,Spain","Croatia,Italy",,"Italy,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2024.2087,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.2087,fish and fish products,food,Mercurio en pez espada procedente de España//Mercury in swordfish from Spain,19-03-2024 13:38:33,Spain,information notification for attention,serious,"Italy,Spain",Italy,,Spain,Spain,mercury,A07Y0,Swordfish,1,,,,
2024.1996,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.1996,fish and fish products,food,superamento limiti di mercurio in entrecote di tonno a pinne gialle congelato proveniente dalla spagna/exceeding mercury limits in frozen yellowfin tuna entrecote from Spain,15-03-2024 16:51:51,Italy,alert notification,serious,Spain,Italy,Spain,"Italy,Spain",Spain,mercury,A02DX,Tuna,1,,,,
2024.1896,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.1896,fish and fish products,food,Mercurio en pez espada procedente de España / Mercury in swordfish from Spain,13-03-2024 16:22:27,Spain,alert notification,serious,"Gibraltar,Italy,Portugal,Spain",INFOSAN,"Italy,Portugal","Italy,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2024.1631,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.1631,fish and fish products,food,Mercurio por encima del límite legal en rodajas de pez espada ( Xiphias gladius) congelados procedentes de España / Mercury above the legal limit in frozen swordfish ( Xiphias gladius) slices from Spain,07-03-2024 12:28:15,Spain,alert notification,serious,"Italy,Spain",,Italy,"Italy,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2024.1541,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.1541,fish and fish products,food,non-compliant mercury levels in fish,04-03-2024 16:54:37,France,information notification for attention,potentially serious,Italy,INFOSAN,,"Italy,Senegal",Senegal,mercury,A026V,Fish (meat),1,,,,
2024.1265,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.1265,fish and fish products,food,High level of mercury in frozen Mako from Spain,23-02-2024 10:30:54,Italy,alert notification,serious,,,,"Italy,Spain",Spain,mercury,A02DJ,Sharks,1,,,,
2024.1058,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.1058,fish and fish products,food,Mercury presence beyond limits in refrigerated swordfish loinspresenza Mercurio oltre i limiti in Filoni  Pesce Spada refrigerati,15-02-2024 10:54:37,Italy,information notification for attention,serious,Spain,Spain,,"Italy,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2024.0915,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.0915,fish and fish products,food,"Mercury (1.6  ±  0.4 mg/kg) above limits in swordfish loin (Xiphias gladius) from Spain//Mercurio (1,6 ± 0,4 mg/kg) en lomos de pez espada (Xiphias gladius) procedentes de España",08-02-2024 16:53:03,Italy,alert notification,serious,"Austria,France,Germany,Italy,Netherlands,Poland,Portugal,Singapore,Spain,Switzerland,United Kingdom","France,Germany,INFOSAN,Italy,Netherlands,Poland,Portugal,Spain,Switzerland,United Kingdom","Austria,Germany,Italy,Singapore,Spain,United Kingdom","Italy,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2024.091,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.091,fish and fish products,food,Mercury above limits in refrigerated bluefin tuna (Thunnus thinnus) from SpainMercurio oltre i limiti inTonno rosso (Thunnus thinnus) refrigerato provenienza Spagna,08-02-2024 16:10:11,Italy,alert notification,serious,Italy,Spain,"Italy,Spain","Italy,Spain",Spain,mercury,A02DX,Tuna,1,,,,
2024.0757,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.0757,crustaceans and products thereof,food,Presencia de mercurio por encima del límite establecido en Bogavantes (Homarus gammarus) de Reino Unido. Presence of mercury above the limit in lobsters (Homarus gammarus) from United Kingdom.,02-02-2024 15:39:30,Spain,information notification for attention,serious,,United Kingdom,Spain,United Kingdom,United Kingdom,mercury,A02FP,Lobsters,1,,,,
2024.0744,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.0744,herbs and spices,food,"Lead and mercury in ground cinnamon cassia, from Vietnam",02-02-2024 14:27:10,Netherlands,alert notification,potentially serious,Hungary,"INFOSAN,Netherlands",Hungary,"Netherlands,Vietnam",Vietnam,"lead  ,mercury",A019V,Cinnamon bark,1,,,,
2024.0733,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.0733,fish and fish products,food,Mercury in frozen swordfish loins from Spain,02-02-2024 10:06:22,Italy,alert notification,serious,"Italy,Spain","Italy,Spain",Spain,"Italy,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2024.0594,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.0594,fish and fish products,food,High content of mercury in tuna from Italy with raw material from Spain,26-01-2024 15:07:05,Austria,alert notification,serious,"Austria,Italy,Spain","Austria,Italy,Spain",,"Austria,Ecuador,Italy,Spain","Italy,Spain",mercury,A02DX,Tuna,1,,,,
2024.0432,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.0432,fish and fish products,food,High level of mercury in frozen mako from Spain,19-01-2024 17:17:57,Italy,alert notification,serious,,Italy,Spain,"Italy,Spain",Spain,mercury,A02DJ,Sharks,1,,,,
2024.0045,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2024.0045,fish and fish products,food,Mercurio in pesce spada origine Spagna/mercury above legal limit  in chilled swordfish (Xyphias gladius) from Spain,03-01-2024 16:45:55,Italy,information notification for attention,serious,,Italy,,"Italy,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2023.8985,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2023.8985,"dietetic foods, food supplements and fortified foods",food,Exceeded maximum level of mercury in food supplements from India,29-12-2023 10:59:28,Slovenia,border rejection notification,potentially serious,,,,India,India,mercury,A03SJ,Food supplements and similar preparations,1,,,,
2023.8744,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2023.8744,fish and fish products,food,non-compliant levels of mercury in swordfish,19-12-2023 10:47:38,France,information notification for attention,potentially serious,France,"France,Italy,Spain",Spain,Spain,Spain,mercury,A07Y0,Swordfish,1,,,,
2023.8703,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2023.8703,fish and fish products,food,mercury in tuna loin,18-12-2023 09:52:46,France,information notification for attention,serious,France,"France,INFOSAN",,"Ecuador,France",Ecuador,mercury,A02DX,Tuna,1,,,,
2023.8534,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2023.8534,fish and fish products,food,mercury in swordfish,12-12-2023 12:26:57,France,information notification for attention,serious,"France,Spain",Spain,,"France,Spain",Spain,mercury,A07Y0,Swordfish,1,,,,
2023.8523,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2023.8523,fish and fish products,food,Mercurio oltre i limiti in Tonno rosso refrigerato origine Spagna/Mercury above limits in chilled bluefin tuna (Thunnus thynnus) from  Spain,11-12-2023 17:48:34,Italy,information notification for attention,serious,,"Italy,Spain",,"Italy,Spain",Spain,mercury,A02DX,Tuna,1,,,,
2023.8465,Contaminants,Mercury,Mercury,mercury,,Metals and other elements,2023.8465,herbs and spices,food,Mercury and mineral oil hydrocarbons in ground cinnamon from Vietnam via the Netherlands and Spain,08-12-2023 11:33:30,Germany,alert notification,potentially serious,"Belgium,Czech Republic,France,Germany,Italy,Luxembourg,Malta,Netherlands,Portugal,Romania,Spain","France,Germany,INFOSAN,Luxembourg","Belgium,Czech Republic,France,Germany,Italy,Luxembourg,Malta,Netherlands,Portugal,Romania,Spain","Germany,Italy,Luxembourg,Netherlands,Portugal,Romania,Spain,Vietnam","Italy,Vietnam","mercury  ,mineral oil",A019V,Cinnamon bark,1,,,,
